Police Station,Year,Type,Date,Time,Place,Latitude,Longitude
Banashankari,2016,Murder,23-05-16,0:45,"Front of Guljar House,
Banday Hall, 3rd Cross,,
Anand Timber Road,
Kaveeri Nagagr, BSk 2nd
Stage, Bengaluru City,","12°55'10.75""N","77°34'26.57""E"
Banashankari,2016,Murder,02-12-16,22:30,"Tolet Back Side 9th main
Yarbnagar, Banshnakari
2nd Stage, Bengaluru City,",12.91986,77.56931
Banashankari,2017,Murder,09-02-17,19:00,"No.419 9th Main Road
24th Cross, BSK 2nd Stage,
Bengaluru City,","12°55'29.68""N","77°34'9.51""E"
Banashankari,2017,Murder,27-11-17,11:00,"#7-1,1st main, 7th cross,
Padmanabha nagara,
Bengaluru City,",12.958864,77.638363
Banashankari,2015,Murder,23-07-15,16:00,No 223 K.M.Colony Jayanaagar 1st Block Bengaluru.,12.946595,77.59197
Banashankari,2015,Murder,23-12-15,16:30,Near Papanna Hotel Daynanda nagar slum Jayanagar 1st Block Bengaluru.,12.945264,77.59271
Banashankari,2016,Murder,10-04-16,22:00,Near Arif office 2nd Cross Arekempanahalli Jayanagar 1st Block Bengaluru.,12.946042,77.593699
Banashankari,2016,Murder,16-05-16,21:30,"No 4-3, 2nd Cross Arekempanahalli Jayanagar 1st Block Bengaluru.",12.946042,77.593699
Banashankari,2019,Murder,22-06-19,2:00,Near Babulal Tea Hotel Dayananda Nagar 1st Block Jayanagar Bengaluru.,12.944408,77.593165
Banashankari,2015,Murder,05-02-15,6:30,EMPTY SITE CAVERY HOTEL BIHIND CHUNCHAGHTA MAIN ROAD BANGLORE,12.89050892,77.57361002
Banashankari,2015,Murder,09-02-15,15:00,NO 25.10 TH CROSS CHUNCHAGHTA MAIN ROAD BIRESHWRA NAGAR BANGLORE,12.90976685,77.55679873
Banashankari,2015,Murder,15-03-15,16:45,NO 525. SAMUDAYABHAVANA ROAD VASANTHPURA BANGLORE,12.901082,77.54753806
Banashankari,2015,Murder,26-03-15,21:45,NO NIL. C-R NAGAESH HOUSE VADDARAPALLY JAMBUSAVARI DINNE JP NAGARA BANGLORE,12.86854765,77.5801126
Banashankari,2015,Murder,20-05-15,9:45,NO 69. 6TH CROSS 2ND MAIN MANJUNH NAGARA 2ND MAIN BANGLORE,12.90958449,77.55159728
Banashankari,2016,Murder,01-01-16,,NO 03.3RD FLOOR 1ST MAIN SREYUS COLONY JP NAGARA 7TH PHASE BANGLORE -56,12.88328789,77.58130555
Banashankari,2016,Murder,01-09-16,,KABAB MAHALA KOTTANURU DINNE MAIN ROAD JP NAGARA 7TH CROSS BANGLORE,12.8776868,77.58071703
Banashankari,2016,Murder,04-10-16,,NO 68. NAIONAL ENGLISH SCHOOL BIRESHWARANAGARA BANGLORE,12.8887116,77.57377343
Banashankari,2016,Murder,08-12-16,,NO 17. BENAKA 15 A CROSS AGS LAYOUT BANGLORE CITY,12.89537161,77.55032355
Banashankari,2016,Murder,16-08-16,,NO 08.C-O SHIVARAMA NEAR GOVT SCHOOL CHUNCHANGHTA KONANAKUNTE POST BANGLORE-62,12.90932828,77.5437415
Banashankari,2016,Murder,23-10-16,,SHIVA SHAKTI RICRION FRONT NEAR VINAYAKA THETRA HARINAGARA BANGLORE,12.87932828,77.5737415
Banashankari,2016,Murder,16-11-16,,"NO NIL, KUMARA RENT HOUSE, SMASANA ROAD BURIYAL GROUND ROAD CHUNCHAGHTA MAIN ROAD BANGLORE",12.90714279,77.53486998
Banashankari,2017,Murder,26-02-17,20:10,NO 30.1`ST MAIN 1ST CROSS KAKIYANAGARA NAIDU LAYOUT CHIKKALSANDRA BANGLORE CITY -61,12.90245473,77.54181407
Banashankari,2017,Murder,12-03-17,21:00,NO NEAR LABOUR SHED GUBLALA GE KANAKA PURA MIAN ROAD DODDAKALASANDRA BANGLORE -62,12.88563257,77.5482591
Banashankari,2017,Murder,26-04-17,23:50,NO ITTUMADU MAIN ROAD AGS LAYOUT BANGLORE 61,12.88948381,77.56232091
Banashankari,2017,Murder,13-10-17,3:00,"NO SEURITY GURD HOUSE FRONT, NEAR MARUTHI LAYOUT PARK 80FEET ROAD MARUTHI LAYOT VASANTHPURA BANGORE 61",12.90108207,77.54753806
Banashankari,2018,Murder,12-01-18,22:30,NO 36. 1ST MAIN 3RD CROSS JAYARAJA BI;DING KENGERI MAIN ROAD HEMAVHI LAYOUT BANGLORE 61,12.9057223,77.53558126
Banashankari,2018,Murder,10-06-18,3:00,NO NEAR CANARA BANK KONANAKUNTE CROSS BANGLORE,12.88289563,77.56647782
Banashankari,2018,Murder,28-09-18,10:30,EMPTY SITE BIHIND ISCON TEMPLE YADALAMANAGARA BANGLORE 61,12.8967726,77.5445644
Banashankari,2019,Murder,08-05-19,13:00,NO 637. JI RAJESHAWARI NILAYA 2ND FLOOR 7 C CROSS SINDICE BANK ROAD VALLABHANAGARA DOADDAKALSANADRA BANGLORE,12.91082367,77.54398174
Banashankari,2019,Murder,14-07-19,21:45,"PRHANA SCHOOL , NEAR TIRUMALA MESS & BEKARI CHIKKLASANDRA BANGLORE",12.913512,77.554144
Banashankari,2019,Murder,05-10-19,17:30,NO 20-4. 4TH CROSS FLOWER DECORION GOWDANA AREHALLI BANGLORE,12.91084893,77.53745649
Banashankari,2015,Murder,22-02-15,15:00,"BDA Layout, BSK 6th Ste, Lingadinahalli, Bengaluru.",12.87583,77.511157
Banashankari,2015,Murder,17-03-15,5:00,"Bhuvaneshvari Nagra, Gubbalal, Bangalore.",12.894725,77.542178
Banashankari,2015,Murder,29-03-15,16:00,"No.26-19, 3rd Cross, 2nd Maim Tippasandra, Bangalore.",12.874853,77.554205
Banashankari,2016,Murder,14-01-16,14:45,"No.1014, 4th ""T"" Block, Manovarte kaval, Banashankari 6th Stage, Bangalore.",12.860873,77.520947
Banashankari,2017,Murder,17-01-17,12:30,"New Construction Eligant Apt, Pipeline Road, Vrushabhavi Nagar, BSK 6th Stage, Bangalore.",12.864755,77.528047
Banashankari,2017,Murder,13-04-17,12:15,"No.28-7, Govindappa Building, 2nd Floor, Library Road, 3rd Cross, Talaghtapura, Bangalore.",12.871198,77.536856
Banashankari,2017,Murder,24-04-17,10:00,"No.01, 24th Main, 4th Block, BDA Layout, Lal Bahaddura Shastrinagar, Anjanapura Post, Bangalore.",12.853954,77.553705
Banashankari,2017,Murder,05-08-17,4:00,"BDA Road, Avalahalli, 2nd Block, 9th Phase, JP Nagar, Bangalore.",12.870574,77.571346
Banashankari,2017,Murder,17-08-17,5:00,"Chandana Aunty House, Back Side of Asian School, Balagi Lay out, Thalaghtapura, Bengaluru City",12879498,77.542792
Banashankari,2017,Murder,22-08-17,4:00,"100 Feet Road, Front of Bairaveshavar Tendors Reshmenagar, GanigaraPlaya Bangalore.",12.87548,77.535128
Banashankari,2018,Murder,17-01-18,22:00,"80 Feet Road, BDA Layout, Lalabahaddur Shastri Nagar, Anjanapura post, Bangalore.",12.870129,77.556345
Banashankari,2018,Murder,14-07-18,21:00,"Site No.72, Astalaxmi Layout, Hosahalli Bangalore.",12.878193,77.535515
Banashankari,2018,Murder,19-09-18,18:00,"Site No.72, Astalaxmi Layout, Hosahalli Bangalore.",12.848726,77.572816
Banashankari,2018,Murder,16-10-18,19:00,"Tejas Cement Godown, Gurusiddeshvara Theer, Avalahalli, Anjanapura Post, Bangalore.",12.872393,77.557753
Banashankari,2018,Murder,27-10-18,10:10,"BDA Quarters, Avalahalli, Anajanapura Post, Bangalore.",12.871255,77.56033
Banashankari,2018,Murder,03-11-18,20:00,"80 Feet Road, Near KSIT College, Raghuvanahalli, Bengaluru City",12.879671,77.54543
Banashankari,2019,Murder,19-08-19,14:00,"Near campound, 80 feet road, 3 th block , Bangalore.",12.859739,77.562719
Banashankari,2019,Murder,14-10-19,1:00,"No-491, 13th main, G block, Anjanapura, B.D.A Layout, Bangalore.",12.862041,77.563487
Banashankari,2019,Murder,17-11-19,20:30,"Vinayaka Nagara, 2 th Main, Gubbalala, Subramanyapura, Bangalore.",12.893051,77.543007
Banashankari,2017,Murder,13-01-17,,"Harinagar cross,kothanur main road,konanakunte",12.879223,77.567169
Banashankari,2017,Murder,04-03-17,1:30,"Telephone exchange road,new bank calony",12.882152,77.565325
Banashankari,2017,Murder,29-07-17,8:45,"Muneshwara layout ,wavers calony ,bangalore",12.84488,77.583729
Banashankari,2017,Murder,01-11-17,15:00,"6th main ganaphipura,chunchaghta main road bangalore",12.890277,77.57144
Banashankari,2017,Murder,18-11-17,0:00,"Beside of harishachandra home near anad medical store ,chunchaghta main road ,bangalore",12.885583,77.57054
Banashankari,2018,Murder,07-09-18,4:30,"No 3,3rd cross opp RR bar and resturent ,chunchaghta main road beereshwara nagar ,bangalore-62",12.889932,77.57465
Banashankari,2018,Murder,01-10-18,0:00,"Security guard room,sushila residency 4th main ,1st cross royal county ,jp nagar 8th phase bangalore-83",12.861345,77.579767
Banashankari,2018,Murder,21-11-18,23:50,"Infront of Chaitra bar,7th cross weavers calony bangalore-",12.845887,77.583885
Banashankari,2019,Murder,13-06-19,16:10,"Near kothanur lake ,kteramma layout ,kothanur village bangalore-",12.873733,77.579546
Banashankari,2017,Murder,30-04-17,11:30,"Infront Of KVM Industries,St.Anthony Industrial, Jaraganahalli,JP Nagar, Bengaluru","12°53'59.96""N","77°34'25.59""E"
Banashankari,2017,Murder,07-05-17,16:00,"SITE NO 165-B 5TH MAIN CLASSIC ARCHID LAY OUT, J P NAGARA, Bengaluru",12.875176,77.57889
Banashankari,2017,Murder,27-08-17,16:15,"No 96, Govindappa Building, Annayappa Garden, Jaraganahalli J P Nagara 6th
Phase, Bengaluru City",12.898898,77.576405
Banashankari,2017,Murder,08-10-17,8:00,"Narayana Swamy's Thotada Mane,, Shamanna Garden JP Nagara 5th Phase,
Bengaluru City,",12.906331,77.59179
Banashankari,2017,Murder,25-11-17,4:00,"BBMP Office Terrace, Ward NO 187, Doresanipalya, Bengaluru City",12.90903,77.58764
Banashankari,2018,Murder,02-05-18,17:30,"No 8-1 20th Main 19th Cross, Rajagopalareddy Layout J P Nagar 5th Phase,
Bengaluru City,",12.906448,77.587569
Banashankari,2019,Murder,05-08-19,18:45,"ELITA PROMANADE APARTMENT, JP NAGAR 7TH PHASE, Bengaluru City",12.89643,77.578607
Banashankari,2019,Murder,26-11-19,10:30,"NO-41, 1ST FLOOR, MAKKA MASZID ROAD, 4TH MAIN, VINAYAKA NAGARA,
JP NAGARA 5TH PHASE, Bengaluru City",12.901612,77.586583
Banashankari,,Murder,02-01-15,21:00,"Honganoor Village, Chennapna Tq, Ramanagar Dist(Missing From 847, 51st Main, 25th Cross, K.S.Layout, Bvangalore)",12.89667299,77.56075138
Banashankari,,Murder,30-04-15,6:00,"No 27, 2nd Main, Knakapura Main Road, Ramakrishnanagar, Bangalore",12.90509645,77.571337
Banashankari,,Murder,11-06-15,5:00,"Near Metro Stion, Sarakki Signal, J.P.Nagar, Bangalore",12.90769453,77.57198522
Banashankari,,Murder,11-01-16,11:00,"No 3276, 1st Floor, 5th Cross, 8th Main, Near Om Shakthi Temple, Chandranagar, Bangalore",12.90089276,77.56988137
Banashankari,,Murder,07-05-16,13:45,"12th Cross, K.S.Layout, Chandranagar, Bangalore",12.90233856,77.56532528
Banashankari,,Murder,31-07-16,21:30,"Hari Colony, Banashankari, Bangalore",12.91449059,77.57210648
Banashankari,,Murder,26-04-17,15:00,"No 27, 1st Floor, 11th Cross, Bendrenagar, Bangalore",12.91054686,77.56074553
Banashankari,,Murder,27-08-17,15:00,"Old Alfa Factory Kashinagar, Bangalore",12.89939856,77.57258495
Banashankari,,Murder,05-02-18,18:30,"Pooja Apts, 2nd Main, Najnappa Layout, Yelachenahalli, Bangalore",12.90233333,77.5689282
Banashankari,,Murder,30-04-18,16:30,"No 587, 8th Cross, Praghipura, Bangalore",12.91436911,77.57331064
Banashankari,,Murder,25-08-18,1:30,"Near RK Bar & Restourant, Kadirenahalli, Bangalore",12.91553593,77.56162582
Banashankari,,Murder,24-03-19,5:30,"Gangothri Pavithra Pyaradise Building, Indian Oil Petrol Bunk, Uttarahalli Main Road, Bangalore",12.91420724,77.5618648
Banashankari,,Murder,08-06-19,0:30,"HT Line Road, Iliyasnagar, K.S.Layout, Bangalore",12.90617125,77.56984584
Banashankari,,Murder,12-11-19,7:30,"No 522, Bike Turning Centre Garage, Umarbangh Layout, Iliyasnagar, 100 Feet Ring Road, Bangalore",12.89645157,77.56024331
Banashankari,2016,Murder,23-06-16,17:00,"ANANTHARAMU LAND VEERABHADRANAGARA GUDDE, BSK 3RD STGE,
Bengaluru City, Karnaka, 560085",12.937792,77.537268
Banashankari,2017,Murder,08-01-17,8:30,"NO 5, 21ST MAIN GIRINAGAR BSK 3RD STAGE B-85",12.939585,77.544317
Banashankari,2017,Murder,21-04-17,9:10,"NO 32, SHARADA SHEVASHRAMA ASHRAMA OPP PES COLLEGE VEERABHADRANAGAR BSK 3RD STAGE B-85",12.937792,77.537268
Banashankari,2018,Murder,19-07-18,13:00,"NO-1227, 5TH COSS, 17TH MAIN, MUNESHWAR BLOCK, Bengaluru City,
Karnaka, 560085",12.93586,77.54388
Banashankari,2018,Murder,08-04-18,3:00,"TEJESH CEMENT GODOWN, NEAR GURUSIDDESWAR THEER,
AVALAHALLI, ANJANAPURA, Bengaluru City, Karnaka,",12.946026,77.544111
Banashankari,2018,Murder,09-07-18,15:00,"CYBER CAFE, NEAR RAGHAVENDRAMUTT, GIRINAGAR, Bengaluru City,
Karnaka, 560085",12.940271,77.542692
Banashankari,2016,Murder,15-04-16,4:00,"kempegowda swimming pool opp,lakshimipura, k.g. nagar bangalore",12.94865677,77.56227641
Banashankari,2017,Murder,07-07-17,22:00,"NO.210 2nd cross, D.T. EXT, KG Nagar Bangalore",12.94953,77.56316
Banashankari,2017,Murder,14-07-17,17:00,"Sanyashikuntte Quras, K.G. nagar Main Road, bangalore-19",12.94953,77.56316
Banashankari,2015,Murder,15-09-15,18:30,"Near maruthi transport, 4th main, nt pet, b-lore",12.96053995,77.57161726
Banashankari,2016,Murder,05-05-16,17:45,"No 10, 1st main, 2nd cross, MV Lane, Parvhipura, B-lore",12.95608437,77.57561273
Banashankari,2016,Murder,26-06-16,18:45,"under Metro fly over, VV Puram, B-lore",12.94870298,77.5787416
Banashankari,2018,Murder,09-08-18,19:45,"Near Room No 404, Trishala hotel, Sajjan rao road, VV Puram, B-lore",12.94863301,77.57586657
Banashankari,2015,Murder,3-15-2015,22:00,"IN FORNT OF KAMALA NURSING HOME, HANUMANTHNAGAR, Bengaluru City",12.564056,77.333036
Banashankari,2016,Murder,12-20-2016,23:45,"Near PES College Srinagar, Bengaluru, Bengaluru City, Karnaka, 560050",12.941281,77.55467
Banashankari,2017,Murder,8-27-2017,21:30,"Near Udaya Ravi Studio, Kalappa Block, Srinagar, Bengaluru City, Karnaka,",12.94725,77.55428
Banashankari,2018,Murder,11-23-2018,7:45,"Near Shekar Hospital, Gavipuram Extention, Hanumantha Nagar, Bengaluru City,",12.945897,77.567461
Banashankari,2019,Murder,04-12-19,23:00,"No.54,1st Main, 1st Cross, Kalidasa Layout, Srinagar, Bengaluru City, Karnaka,",12.94885,77.55255
Banashankari,2015,Murder,4-14-2015,,"No. 33, 6th Main, 5th Cross, Laksmnappa Garden, BSK 3rd Stage, Bangalore.",12.928925,77.56106
Banashankari,2015,Murder,12-05-15,,"Ramakrishna Tent House, Khriguppe, BSK 3rd Stage, Bangalore-85.",12.929754,77.551246
Banashankari,2016,Murder,09-04-16,1:00,"2nd Main Road, Siddartha Layout, Khriguppe, BSK 3rd Stage, Bngalore-85.",12.930313,77.554418
Banashankari,2016,Murder,23-06-16,5:00,"No. 17, 4th Cross, Anjaneyanagar, behind Srinivasa Choultry, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.926431,77.544097
Banashankari,2016,Murder,26-06-16,4:00,"NO. 95, 5th main, Khriguppe East, BSK 3rd Stage, Bangalore-85.",12.9289,77.554688
Banashankari,2018,Murder,10-03-18,11:30,"infront of BBMP Office Both Room Building, C.K. Achuktu, BSK 3rd Stage, Bangalore-85.",12.930848,77.562656
Banashankari,2018,Murder,4-23-2018,6:15,"Anjaneya Temple Road, Balajinagar, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.920708,77.545062
Banashankari,2018,Murder,30-09-18,1:00,"No. 14, 14th Cross, T.G. Layout, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.921084,77.540512
Banashankari,2019,Murder,29-04-19,4:00,"No. 76-77, 8th Cross, Bhovi Colony, T.R. Nagar, Bangalore-28",12.931413,77.566018
Banashankari,2019,Murder,11-09-19,9:45,"Infront of Balaji Traders, C.K. Textiles, Ittamadu Main Road, BSK 3rd Stage, Bangalore-85.",12.920844,77.543006
Banashankari,2019,Murder,23-09-19,4:30,"No. 277, 3rd Cross, Manjunha Nagar, Ittamadu, BSK 3rd Stage, Bangalore-85.",12.923045,77.541396
Banashankari,2019,Murder,13-11-19,1:00,"NO. 110-15, 2nd Main, P.P. Layout, BSK 3rd Stage, Bangalore-85.",12.93336,77.550661
Banashankari,2016,Attempted Murder,10-02-16,7:00,"No 556, 10th A Main road, 35th Cross, 5th Block, Jayanagara Bangalore",12.971599,77.594563
Banashankari,2016,Attempted Murder,09-11-16,13:30,"Banashankari Circle, Kanakapura Main Road Bangalore",12.80642,77.52537
Banashankari,2017,Attempted Murder,15-01-17,10:15,"No.1-22, Kalappa Block, Bugle Rock Road, Basavanagudi",12.88605,77.494843
Banashankari,2017,Attempted Murder,21-01-17,23:50,"Near Ragavendra Temple, 46th Cross, Jayanagara 5th Block Bangalore",12.921755,77.588346
Banashankari,2017,Attempted Murder,12-06-17,7:35,"18th Main, 36th F Cross Jayanagara 4th T Block Bangalore",12.922076,77.5589539
Banashankari,2018,Attempted Murder,22-05-18,18:00,"Illunoise Pvt. Ltd, No. 121-24, 7th B Main, 13th Cross, Jayanagara 4th Block Bangalore",12.835635,77.653354
Banashankari,2018,Attempted Murder,13-08-18,16:45,"No-466, 8th B Main road 4th Block Jayanagar Bangalore",12.925635,77.583354
Banashankari,2018,Attempted Murder,30-11-18,20:00,"Kanakapura main road, Infront of Modern Tiles, Near JSS Circle, 7th Block Jayanagar Bangalore",12.28784,76.63313
Banashankari,2018,Attempted Murder,02-12-18,16:25,"Shakambari Nagara, RR Nagara Slum, Kanakapura Main Road, Opp Banashankari Temple Bangalore",12.79642,77.50537
Banashankari,2019,Attempted Murder,28-04-19,19:30,"BEHIND MARIYAMMA TEMPLE, SHAKHAMBARI NAGAR Bangalore",12.93443,77.592697
Banashankari,2015,Attempted Murder,01-02-15,23:15,"K R Road, Top of the Under Pass. Near Basavanagudi",12.943773,77.573418
Banashankari,2015,Attempted Murder,10-08-15,10:30,"No 51, Embessy Apartment, K R Road, Basavanagudi , Bangalore.",12.941212,77.57344
Banashankari,2016,Attempted Murder,03-05-17,11:00,"Sout End Road, Nagasandra Circle Down,Basavanagudi , Bangalore.",12.941716,77.573891
Banashankari,2017,Attempted Murder,09-05-17,13:45,"No,503 Ram mandir road Near Trinity hospital, Basavanagudi , Bangalore.",12.94452287,77.5788835
Banashankari,2017,Attempted Murder,11-09-17,11:30,"No.8-2,8-3, Palamma Temple Road,Basavanagudi , Bangalore.",12.941946,77.574073
Banashankari,2017,Attempted Murder,09-11-17,0:15,"Near No.4-228, 3rd Main Road, Ta Silk Form, Basavanagudi , Bangalore.",12.935305,77.572075
Banashankari,2018,Attempted Murder,12-02-18,21:15,"Mokambika School, Basavanagudi , Bangalore.",12.93699,77.566649
Banashankari,2018,Attempted Murder,14-02-18,21:15,"Shivasagr hotel Near xerox shop, Basavanagudi , Bangalore.",12.944247,77.572678
Banashankari,2018,Attempted Murder,17-05-18,11:30,"South Tindis, Kariyappa Road, Basavanagudi , Bangalore.",12.938602,77.575583
Banashankari,2019,Attempted Murder,07-07-19,19:12,"No61, Uday, Govidappa Road,Basavanagudi , Bangalore.",12.946432,77.578244
Banashankari,2019,Attempted Murder,19-11-19,14:30,"Dodda Ganaphi Temple compound inside,Basavanagudi , Bangalore.",12.942962,77.568212
Banashankari,2015,Attempted Murder,29-04-15,4:05,"Cube No 7A054 7th floor
Oracle software company,
krishna magnum
Doresanipalya arkere
micolayout, Bengaluru City,
Karnaka-5600762",12.9071234,77.5772499
Banashankari,2015,Attempted Murder,11-05-15,23:46,"Near Karnaka Bank,
9th Cross,, JP Nagar 2nd
Phase, Bengaluru City,
Karnaka-560078",12.9021964,77.5472
Banashankari,2015,Attempted Murder,02-09-15,22:50,"111 20th cross, KR
Layout jpnagar 6th phase,
Bengaluru City",12.9047055,77.5868222
Banashankari,2015,Attempted Murder,13-10-15,23:01,"NERA GKM
COLLEAGE GROUND,
RAJIVGANDHI ROAD",12.8996863,77.5719224
Banashankari,2015,Attempted Murder,29-10-15,8:35,"Near HDFC Ltd Door,
No-40, Old No-1383-1384,,
East End E' Main,
Jayanagar 9th Block,
Bengaluru City,",12.91655,77.5945793
Banashankari,2015,Attempted Murder,25-12-15,21:45,"Opp Cool Joint Bekari,
Near Jaraganahalli Park,,
JP Nagar 6th Phase,
Bengaluru City,
Karnaka-560078",12.9165477,77.5617482
Banashankari,2016,Attempted Murder,04-03-16,22:01,"infront of pushpa wines,
Near IG Circle jpnagar 1st
phase, Bengaluru City,
Karnaka-560078",12.9111818,77.5739301
Banashankari,2016,Attempted Murder,31-03-16,15:35,"Club, 2nd floor, beside
Davanagere benne dose,
building, Kanakapura main
road jpnagar Ist phase,
Bengaluru City,
Karnaka-560078",12.8896959,77.543055
Banashankari,2016,Attempted Murder,29-08-16,17:01,"Near Siddalingeshwara
Theer Jp Nagara, 6th
Phase, Bengaluru City,
Karnaka-560078",12.9036647,77.5785439
Banashankari,2016,Attempted Murder,05-09-16,11:30,"Near HDFC Bank M,
9th Cross,, JP Nagar 1st
Phase, Bengaluru City,
Karnaka-560078",12.9423522,77.5027961
Banashankari,2016,Attempted Murder,20-10-16,13:15,"3rd main road, dhanapal
reddy house road,, Sarakki,
JP Nagar 1st phase,
Bengaluru City,
Karnaka-560078",12.909427,77.5706543
Banashankari,2016,Attempted Murder,22-10-16,22:45,"KEB Road, Near
Sindhura Kalyana Mantapa,
J P Nagar 1st Phase,
Bengaluru City,
Karnaka",12.9093248,77.5591563
Banashankari,2016,Attempted Murder,09-12-16,0:00,"Akshaya bar, J P Nagar
7th Phase, Bengaluru City,
Karnaka",12.8879049,77.5774295
Banashankari,2017,Attempted Murder,08-05-17,22:01,"Near Bekary, Opp
Diwakar Hospital, 9th Cross,
J P Nagar 2nd Phase,
Bengaluru City,
Karnaka-560078",12.8879043,77.5621085
Banashankari,2018,Attempted Murder,27-03-18,18:20,"NEAR MOSQUE, 7TH
MAIN, RAGIGUDDA
SLUM, J P NAGAR 2ND
PHASE, Bengaluru City,
Karnaka",12.8879031,77.5621085
Banashankari,2018,Attempted Murder,12-06-18,18:30,"11th main,9th cross,My
drive service stion, J P
Nagar 1st phase, Bengaluru
City,
Karnaka-560078",12.9105665,77.571023
Banashankari,2018,Attempted Murder,28-08-18,11:20,"NO.281-1, 1ST FLOOR,
9TH MAIN, 7TH CROSS,
BEHIND, SHAKAMBARI
TEMPLE,SHAKAMBARINAGAR, JPNAGAR 1ST PHASE, BANGALORE, KARNAKA.",12.9125802,77.5731949
Banashankari,2019,Attempted Murder,26-01-19,18:40,"IN FRONT OF SHOP,
BESIDE MILKBOOTH,OPP
PETROL BUNK, 9TH
CROSS, J P NAGAR 2ND
PHASE, Bengaluru City,
Karnaka",12.9125802,77.5731949
